id,title,vote_average,release_date,revenue,runtime,popularity,vote_count
933170,Lonesome,6.6,2023-01-19,0,99,3.048,8
974861,Greatest Days,5.3,2023-06-16,0,112,5.638,8
936363,The Happiest Man in the World,6.8,2023-02-22,0,95,2.023,8
1008003,Under Therapy,5.5,2023-03-17,0,93,4.631,8
892269,Ravanasura,5.5,2023-04-07,0,142,2.341,8
888710,OMG 2,7.875,2023-08-11,0,156,7.374,8
1005685,Les Vengeances de Maître Poutifard,6.938,2023-06-28,4074922,90,1.822,8
1111579,The Light We Carry: Michelle Obama and Oprah Winfrey,6.0,2023-04-25,0,90,2.258,8
1096369,Wild Life,7.25,2023-04-14,0,93,5.736,8
1096400,Diario de un viaje inesperado,6.5,2023-04-20,0,93,11.218,8
997294,Close Your Eyes,7.0,2023-08-16,0,169,8.827,8
1056740,Love in Glacier National: A National Park Romance,6.1,2023-01-28,0,84,4.074,8
1056737,The Wedding Veil Inspiration,7.0,2023-01-14,0,84,3.735,8
1056735,The Wedding Veil Expectations,6.875,2023-01-07,0,84,4.293,8
1042279,Who Invited Charlie?,6.0,2023-02-03,0,101,2.077,8
1041681,Bayi Ajaib,3.938,2023-01-19,0,97,3.765,8
1005814,Bones of Crows,7.4,2023-06-02,0,122,7.508,8
647003,Alien Nights,7.2,2023-03-23,0,91,1.599,8
996427,I Have Electric Dreams,6.813,2023-02-03,0,110,3.916,8
996637,La Marginale,6.563,2023-05-03,0,97,1.686,8
839564,Maximum Truth,5.188,2023-06-23,0,91,3.739,8
860901,Padre Pio,5.8,2023-06-01,0,104,31.895,8
987622,Bless Me Father,9.375,2023-05-16,0,91,5.529,8
1065913,Purusha Pretham,7.438,2023-03-24,0,152,1.574,8
1093760,The Dancing Detective: A Deadly Tango,6.6,2023-06-02,0,84,3.439,8
1093764,The Wedding Cottage,7.375,2023-04-15,0,84,2.936,8
913521,Sisi & I,7.1,2023-03-30,0,132,4.134,8
1004675,The Last Days of Humanity,7.4,2023-05-08,0,196,1.328,8
797186,Thankam,6.75,2023-01-26,0,145,2.157,8
1068823,Welcome to Valentine,5.188,2023-02-18,0,84,3.302,8
1119580,Called to Duty,3.375,2023-07-01,0,102,4.536,8
1119748,Wedding Season,6.0,2023-06-03,0,84,2.67,8
1063242,Disconnect: The Wedding Planner,6.688,2023-01-13,0,107,7.739,8
1037360,Beck 48  - Quid Pro Quo,5.875,2023-03-17,0,90,2.666,8
899946,Caveman,5.688,2023-01-26,0,101,1.871,8
989229,Des mains en or,6.0,2023-06-07,0,90,1.718,8
1114928,Bad Things,4.6,2023-06-09,0,83,4.547,8
816844,Nurnberg,5.75,2023-03-02,4354380,131,4.054,8
1095178,Harley,4.625,2023-04-21,0,127,2.393,8
1036798,Lame de fond,4.688,2023-04-04,0,93,1.966,8
857553,Johnny & Clyde,4.9,2023-03-23,0,100,7.952,8
1101840,Aurora Teagarden Mysteries: Something New,6.714,2023-06-09,0,84,5.493,7
705009,I Got A Monster,4.333,2023-03-10,0,103,2.717,7
1141187,WWE Payback 2023,5.429,2023-09-02,0,192,5.128,7
1003502,Love on the Reef,5.9,2023-02-08,0,90,3.503,7
977000,Moon Garden,5.571,2023-05-19,0,96,1.92,7
976699,Cinnamon,7.714,2023-06-11,0,91,3.73,7
1114484,Alex Borstein: Corsets & Clown Suits,6.9,2023-04-18,0,81,3.741,7
1115091,Rock Hudson: All That Heaven Allowed,7.571,2023-06-20,0,105,3.874,7
664412,The Best is Yet to Come,6.429,2023-03-24,8330000,114,2.068,7
1117782,Ashes in the Sky,6.929,2023-04-28,0,103,32.166,7
995396,Sous le tapis,6.857,2023-07-19,0,97,1.225,7
998022,The Teachers’ Lounge,8.2,2023-05-04,0,98,2.811,7
973604,Brillantes,5.857,2023-01-18,0,103,1.172,7
683876,Kabzaa,4.571,2023-03-17,0,136,4.259,7
972118,The Goldman Case,7.643,2023-09-27,0,116,10.053,7
1110738,Terminal Young,6.286,2023-04-22,0,128,1.4,7
1132008,Sun Moon,6.929,2023-05-05,0,89,6.287,7
682286,Daughter,4.429,2023-02-10,0,95,3.696,7
895956,The Burning Cold,7.7,2023-01-20,100772,117,1.4,7
896828,Padmini,7.5,2023-07-07,0,120,2.213,7
892498,Constance aux enfers,6.1,2023-02-01,0,90,1.565,7
913417,The Civil Dead,4.813,2023-02-01,0,104,2.694,7
847732,U-Turn,5.214,2023-04-28,0,101,2.176,7
864120,Tzadik,7.429,2023-02-16,0,140,2.742,7
838167,Ripples of Life,7.571,2023-09-08,0,123,3.048,7
880150,Seneca: On the Creation of Earthquakes,5.9,2023-02-20,0,110,8.228,7
1162172,"Love, Sex and 30 Candles",6.929,2023-08-18,0,106,41.324,7
948340,Girlfriends and Girlfriends,5.143,2023-02-03,0,89,4.817,7
1167913,Piglady,4.0,2023-08-22,0,99,232.921,7
960380,La Fille d'Albino Rodrigue,6.929,2023-05-10,0,93,3.2,7
1146249,Cabin Girl,6.429,2023-07-12,0,88,2.704,7
726366,Venus,6.571,2023-02-17,0,97,13.412,7
958186,Tótem,6.286,2023-09-07,0,95,18.55,7
920679,Zara Hatke Zara Bachke,7.0,2023-06-02,0,140,4.866,7
936243,Rebound,7.4,2023-04-05,0,122,3.514,7
939423,Afwaah,6.286,2023-05-05,0,126,2.154,7
937161,The New Boy,5.4,2023-07-06,0,116,5.768,7
1075304,The Plot to Kill My Mother,5.4,2023-01-22,0,88,4.077,7
1008430,Neneh Superstar,5.429,2023-01-25,0,95,1.621,7
1070220,Already 20 years of Caméra Café,5.7,2023-01-24,0,93,5.17,7
1070244,What a Life!,6.143,2023-01-19,0,104,1.4,7
1084605,Broken Ties,7.0,2023-03-06,0,88,5.115,7
1031778,On Sacred Ground,5.286,2023-01-13,0,114,2.744,7
1078711,The Happy Camper,6.6,2023-02-05,0,85,6.352,7
1082850,Une confession,6.0,2023-02-04,0,90,4.018,7
1083310,Slava Ukraini,6.857,2023-02-22,0,94,2.061,7
1087626,Black Girl Missing,7.9,2023-03-04,0,90,2.78,7
1088157,Godless: The Eastfield Exorcism,8.0,2023-03-08,0,92,4.311,7
1059368,Today We'll Talk About That Day,7.3,2023-07-27,0,118,11.04,7
1056738,The Wedding Veil Journey,6.7,2023-01-21,0,84,4.099,7
1062482,Condor's Nest,4.429,2023-01-27,0,103,7.031,7
1093396,Carrot Cake Murder: A Hannah Swensen Mystery,6.286,2023-05-19,0,84,5.211,7
1093400,The Professional Bridesmaid,6.143,2023-04-08,0,84,7.992,7
1057872,Tokyo Revengers 2 Part 1: Bloody Halloween - Destiny,6.0,2023-04-21,0,90,12.919,7
1057702,Family History Mysteries: Buried Past,6.5,2023-02-05,0,84,7.142,7
1006482,La vengeance sans visage,6.4,2023-02-06,0,95,1.705,7
1067821,When Love Springs,6.6,2023-05-06,0,90,2.322,7
1073462,Seven Winters in Tehran,7.3,2023-03-29,0,97,2.42,7
1027410,Kutsal Damacana 4,4.2,2023-01-20,0,96,1.257,7
1079202,Meter i sekundet,7.0,2023-02-02,0,107,1.004,7
1079201,Maybe Baby,6.4,2023-03-16,0,104,1.656,7
581395,Ransomed,7.214,2023-08-02,0,132,14.55,7
597915,Three Minutes of Silence,6.0,2023-06-08,0,116,1.841,7
1068830,Curious Caterer: Grilling Season,6.25,2023-02-05,0,84,3.403,7
1015155,Rekha,4.333,2023-02-10,0,121,1.731,6
1135630,Aloha Heart,8.083,2023-07-29,0,84,4.425,6
969926,Jericho Ridge,6.5,2023-07-14,0,88,51.706,6
1061855,Little Bird: The Big Quest,7.2,2023-03-23,0,84,6.523,6
1135161,Se7en Days Return,7.167,2023-06-22,0,82,0.84,6
1077399,Loli Tormenta,5.167,2023-03-31,0,94,7.405,6
1138124,To Love Is To Grow,4.7,2023-06-09,0,98,8.379,6
1136321,Coyote,3.1,2023-03-24,0,101,3.287,6
1033557,Real Love,9.3,2023-06-10,0,88,5.959,6
891933,Sometimes I Think About Dying,6.2,2023-01-19,0,91,6.99,6
974025,Gumraah,6.2,2023-04-07,0,130,3.678,6
971589,The Cake Dynasty,5.8,2023-01-05,0,103,1.4,6
1134055,Kill Shot,4.7,2023-08-15,0,93,15.14,6
685916,The Killers Next Door,3.8,2023-01-16,0,88,2.055,6
1131845,That Peter Crouch Film,6.8,2023-06-22,0,85,3.948,6
1156255,The Engineer,5.0,2023-08-18,0,93,26.454,6
1156219,An Endless Sunday,6.25,2023-09-02,0,110,2.466,6
915566,About Him & Her,7.333,2023-04-11,0,93,4.35,6
960469,Natty Knocks,5.5,2023-07-21,0,90,9.112,6
1144962,Transmorphers: Mech Beasts,5.167,2023-06-30,0,84,3.286,6
915865,Mrs. Undercover,5.333,2023-04-14,0,107,1.365,6
958231,The Great Silence,5.167,2023-01-12,0,95,2.276,6
1081620,The Weapon,6.583,2023-02-17,0,85,3.989,6
922087,Mark Antony,7.3,2023-09-15,0,151,9.073,6
958603,38°5 Quai des Orfèvres,6.333,2023-06-21,0,84,2.687,6
1148694,Fight Against Evil 2,7.3,2023-07-08,0,89,2.874,6
916721,The Year Between,4.5,2023-03-03,0,94,2.36,6
900309,A Higher Law,6.2,2023-04-20,0,123,2.581,6
1078023,King of Snipers,4.833,2023-01-24,0,98,9.084,6
741600,One More Chance,5.5,2023-06-21,0,114,4.388,6
1158690,Fourth Down and Love,7.2,2023-09-09,0,84,6.512,6
964819,99 Moons,4.917,2023-04-27,0,110,32.729,6
1036873,The Paramedic Who Stalked Me,5.167,2023-02-26,0,87,3.094,6
1036803,Le Goût du crime,6.667,2023-04-15,0,89,0.84,6
904717,Kannai Nambathe,5.6,2023-03-17,0,133,1.292,6
1021760,Soppana Sundari,6.5,2023-04-14,0,117,1.486,6
964679,Ashkal: The Tunisian Investigation,7.0,2023-01-25,0,92,1.741,6
1063971,Hitmen,5.5,2023-04-27,0,96,2.12,6
1109605,AEW All In: London,7.417,2023-08-27,0,239,2.689,6
993292,Tinnitus,5.8,2023-07-05,0,105,6.514,6
1075010,The Red Shoes: Next Step,6.3,2023-04-06,0,111,7.381,6
1053496,La Malédiction du lys,7.667,2023-06-10,0,92,1.4,6
933092,The End of Sex,7.0,2023-04-28,0,87,7.864,6
932738,Ghoster,4.7,2023-01-12,0,90,3.226,6
1053718,Little Richard: I Am Everything,8.0,2023-04-11,0,98,5.754,6
1075329,A Rose for Her Grave: The Randy Roth Story,6.3,2023-02-18,0,88,4.147,6
1075316,Vacation Home Nightmare,3.7,2023-01-29,0,88,4.385,6
1055288,Surongo,7.0,2023-06-29,0,158,3.082,6
1055378,"Love to Love You, Donna Summer",8.0,2023-02-21,0,107,5.328,6
1075317,Gwen Shamblin: Starving for Salvation,7.2,2023-02-04,0,88,5.058,6
1115128,The Saint of Second Chances,6.5,2023-06-11,0,94,21.564,6
1112548,Pictures of Ghosts,7.667,2023-08-24,0,93,2.787,6
1111972,Star Trek: Picard - The IMAX Live Series Finale Event,8.3,2023-04-19,0,120,3.039,6
848181,Superposition,6.0,2023-03-23,0,105,2.127,6
1045862,Love & Revolution,8.167,2023-07-06,0,106,3.179,6
1000058,Homecoming,6.75,2023-07-12,0,110,1.489,6
1004130,Stalker,6.167,2023-03-31,0,93,4.474,6
1051146,You Can't Escape Me,6.3,2023-02-17,0,90,2.441,6
1073841,Para Betina Pengikut Iblis,5.6,2023-02-16,0,90,1.715,6
528502,Aporia,4.6,2023-08-11,0,104,9.643,6
1106692,Love in Zion National: A National Park Romance,4.7,2023-05-20,0,84,4.013,6
1052939,The Boat,5.5,2023-05-26,0,91,2.856,6
995806,Banel & Adama,5.5,2023-08-30,0,87,2.311,6
1048522,Fremont,6.3,2023-08-25,281126,92,5.503,6
1006474,L'histoire d'Annette Zelman,6.2,2023-01-25,0,93,3.171,6
1052865,A Thousand Days,6.917,2023-04-19,0,121,7.531,6
934047,A Lot of Nothing,5.8,2023-02-03,0,104,3.414,6
934027,Coffee Wars,5.7,2023-03-21,0,104,6.618,6
1012652,Psycho-Pass: Providence,6.4,2023-05-12,0,120,9.137,6
1126637,Pollen,3.7,2023-06-06,0,86,3.097,6
1092632,Balagam,6.6,2023-03-03,0,131,3.193,6
1119679,Hijacked: Flight 73,6.7,2023-04-29,0,94,3.339,6
610249,My♡Puppy,5.5,2023-03-01,0,114,9.826,6
1119749,Love's Greek to Me,6.0,2023-06-10,0,84,3.087,6
1119563,Fantasy Magician 2,4.667,2023-04-29,0,91,2.813,6
1041419,5000 Blankets,7.9,2023-08-19,0,105,11.8,6
1058906,Detective Conan: The Story of Ai Haibara: Black Iron Mystery Train,6.5,2023-01-06,0,91,4.46,6
1071670,The Assistant,8.0,2023-01-20,0,105,3.922,6
1090486,BRO,8.3,2023-07-27,0,133,5.89,6
941859,Let the River Flow,8.2,2023-02-03,0,118,1.159,6
1042163,The Last Deal,3.5,2023-02-03,0,91,5.755,6
1124158,Hai mai avuto paura?,6.25,2023-07-27,0,99,1.681,6
979851,The Ordinaries,7.2,2023-03-30,0,120,1.753,6
941256,Craving,5.0,2023-03-01,0,85,21.885,6
1172499,"Ice Cold: Murder, Coffee and Jessica Wongso",6.6,2023-09-28,0,86,111.252,6
1071715,Norwegian Dream,7.3,2023-03-06,0,98,4.008,6
1091508,Love Never Ends,7.3,2023-06-21,0,116,3.135,6
1089971,My Everest,6.0,2023-04-27,0,86,2.47,6
1089345,20.0 Megaquake,4.3,2023-02-20,0,87,7.048,6
1040885,Infidelity Can Be Fatal,4.0,2023-04-07,0,85,3.722,6
1056234,Alice The Musical,6.7,2023-03-10,0,96,2.023,6
1076497,Journey of Love 18+,7.333,2023-07-07,0,123,2.852,6
1093765,A Pinch of Portugal,5.167,2023-04-22,0,84,3.92,6
1030621,Why Can't My Life Be a Rom-Com?,5.5,2023-02-19,0,85,6.878,6
1029486,Yudo: The Way of the Bath,5.4,2023-02-23,0,126,4.52,6
1116496,Tina Anselmi - Una vita per la democrazia,6.3,2023-04-25,0,99,1.162,6
1010170,Patagonia,4.333,2023-09-14,0,112,4.033,6
986210,Space Wars: Quest for the Deepstar,3.7,2023-04-21,0,90,5.357,6
1043665,Das Ka Dhamki,5.75,2023-03-22,0,150,1.299,6
1032760,The Eternal Memory,9.6,2023-08-11,0,84,14.837,5
795843,I’m Fine (Thanks For Asking),5.4,2023-03-03,0,90,2.41,5
926680,Breakout,3.8,2023-04-11,0,85,5.71,5
1069813,Rohan at the Louvre,7.2,2023-05-26,0,118,3.298,5
789602,Raquel 1:1,3.3,2023-03-23,0,90,1.064,5
1072800,Amber: The Girl Behind the Alert,5.8,2023-01-17,0,92,2.201,5
1072954,"La vie, l'amour, tout de suite",6.0,2023-01-31,0,90,0.6,5
1070254,Summer,4.8,2023-01-20,0,91,11.861,5
1072444,Empire,6.4,2023-04-20,0,93,0.903,5
1029549,The Slumber Party,8.0,2023-07-27,0,83,3.931,5
1071707,AEW Revolution,8.3,2023-03-05,800000,230,2.087,5
1030049,Dangerous Men,6.1,2023-01-20,0,107,1.684,5
783110,Smugglers,7.0,2023-07-26,0,129,27.516,5
841742,Megalomaniac,6.0,2023-09-08,0,100,3.969,5
882005,The Girl From Tomorrow,8.3,2023-03-08,0,100,1.116,5
881201,Gajaman,7.6,2023-01-20,2040000,99,1.265,5
881459,Farador,6.8,2023-04-21,0,104,2.016,5
1057016,A Long Way to Come Home,7.2,2023-02-02,0,109,3.196,5
586373,Forgotten Experiment,4.2,2023-06-15,0,105,6.553,5
1058833,Khanzab,5.7,2023-04-19,0,105,16.851,5
1058615,The Accidental Getaway Driver,7.8,2023-01-23,0,116,3.9,5
1040888,Don't Sell My Baby,6.0,2023-04-11,0,85,3.442,5
1040882,Who Killed Our Father?,5.2,2023-02-16,0,90,4.137,5
1059413,What! The Heist,4.6,2023-01-19,0,106,2.556,5
1057635,Unprincipled in the Village,7.6,2023-03-02,0,90,2.341,5
588852,Nayola,7.6,2023-03-08,0,84,1.687,5
872028,Alone,3.8,2023-01-26,0,122,1.866,5
855117,King of Kotha,5.6,2023-08-24,0,176,11.565,5
862557,The Hill,7.2,2023-08-18,0,126,20.869,5
863858,Mending the Line,7.0,2023-06-09,0,117,19.971,5
1053306,The Love Club: Nicole’s Pen Pal,6.0,2023-02-02,0,84,2.92,5
1053626,Ultraman Decker Finale: Journey to Beyond,4.9,2023-02-23,0,84,5.228,5
1047128,"Apolonia, Apolonia",6.4,2023-03-23,0,116,0.882,5
809363,Juntos pero no revueltos,6.3,2023-02-17,0,108,9.824,5
1035422,Jomfruer fra rummet,5.6,2023-02-09,0,86,1.184,5
913420,Therapy Dogs,7.4,2023-03-10,0,83,1.998,5
1064365,Like Sheep Among Wolves,7.2,2023-07-13,0,100,1.388,5
1036930,Les secrets du Finistère,6.4,2023-04-18,0,92,1.4,5
815029,Dovbush,9.2,2023-08-24,0,120,2.67,5
814309,Not Such An Easy Life,6.7,2023-06-23,0,107,2.267,5
810351,Pornomelancholia,4.6,2023-06-21,0,98,3.638,5
1064662,My Beautiful Man: Eternal,6.0,2023-04-07,0,103,8.164,5
906270,The Cow Who Sang a Song into the Future,6.6,2023-03-24,0,99,2.006,5
1034055,The Jungle Bunch: World Tour,6.6,2023-08-16,0,85,2.719,5
919031,Tiku Weds Sheru,7.8,2023-06-22,0,111,5.76,5
1034587,Amigos,4.4,2023-02-10,0,137,306.964,5
824016,The Palace,5.4,2023-09-28,0,100,12.161,5
1040121,Mad About the Boy: The Noël Coward Story,6.0,2023-06-02,0,91,2.619,5
829361,M,6.6,2023-07-13,0,96,1.634,5
817519,Songs of the Living,6.2,2023-01-18,0,82,0.6,5
1063821,NXT Vengeance Day 2023,7.3,2023-02-04,0,154,2.012,5
820694,The Beast in the Jungle,6.9,2023-08-16,0,103,1.42,5
1150513,Guiding Emily,7.6,2023-09-08,0,84,7.386,5
958234,Unruly,7.8,2023-03-09,0,135,1.232,5
1081745,The Blessing Bracelet,6.0,2023-04-09,0,84,6.135,5
1082462,Camino,4.2,2023-02-04,0,102,2.622,5
716309,Kill,5.1,2023-08-22,0,90,2.045,5
661078,Thuramukham,6.2,2023-03-10,0,165,2.694,5
1081429,The Cases of Mystery Lane,5.8,2023-03-19,0,84,2.779,5
1019461,The Last Rider,8.0,2023-06-23,0,97,2.157,5
1019638,Faraaz,3.5,2023-02-03,0,112,2.223,5
1094457,Yesterday Once More,8.0,2023-04-28,0,101,18.777,5
1151703,Island Escape,4.6,2023-08-08,0,86,9.192,5
1094481,Hitmen,5.2,2023-06-05,0,108,9.128,5
986263,Wolfkin,5.9,2023-08-24,0,90,2.572,5
1146252,Picture Me Dead,6.6,2023-07-13,0,92,5.148,5
1118046,Anthem,5.7,2023-06-11,0,98,5.492,5
1111889,Carol Burnett: 90 Years of Laughter + Love,8.2,2023-04-26,0,84,5.23,5
952021,Desapega!,4.6,2023-02-09,0,90,1.508,5
1096469,Production Line Animals,7.8,2023-03-07,0,98,1.4,5
1096416,AEW Double Or Nothing,5.8,2023-05-28,0,229,1.705,5
992589,Christopher,4.2,2023-02-09,0,150,2.39,5
949808,Squaring the Circle (The Story of Hipgnosis),7.5,2023-06-07,0,100,1.598,5
1153886,DD Returns,5.9,2023-07-28,0,125,1.874,5
1114873,Riddle of Fire,8.9,2023-05-20,0,113,2.625,5
956288,Day Off,5.9,2023-03-03,0,106,3.944,5
1156125,Evil Does Not Exist,7.3,2023-09-04,0,106,5.06,5
1126608,Raid On The Lethal Zone,6.6,2023-09-07,0,107,30.032,5
1135453,Take Me Back for Christmas,7.7,2023-07-15,0,84,5.507,5
1127227,Tayuan,8.4,2023-06-23,0,101,64.893,5
1137010,R,6.7,2023-06-28,0,90,1.193,5
1137056,Call Her King,5.1,2023-07-06,0,99,3.908,5
1015381,Frankie Meets Jack,6.6,2023-02-03,0,84,4.395,5
1136906,The Lost Century: And How to Reclaim It,7.0,2023-06-06,0,106,3.85,5
1126136,Assault on Hill 400,5.3,2023-05-12,0,87,4.008,5
1089951,The Ghost Within,3.6,2023-03-17,0,103,6.891,5
974792,Gulmohar,6.6,2023-03-03,0,132,3.062,5
1013626,Fashionably in Love,6.6,2023-01-11,0,90,4.848,5
1128618,A Safari Romance,7.0,2023-08-12,0,84,7.329,5
976125,My Precious,5.4,2023-04-27,0,120,6.455,5
1088777,Under His Influence,5.6,2023-02-21,0,88,2.917,5
977337,A Cat's Life,6.8,2023-04-05,0,83,2.42,5
977553,The Channel,7.4,2023-04-12,0,102,5.442,5
973883,We Lost Our Human,6.0,2023-03-21,0,103,4.869,5
1132366,A Royal Christmas Crush,4.4,2023-07-08,0,84,3.781,5
1087819,Her Affair to Die For,5.0,2023-02-23,0,90,4.463,5
1084412,Fireworks,7.1,2023-03-02,0,104,2.42,5
1084513,Secret Society of Lies,6.0,2023-02-19,0,88,2.59,5
1142740,Murder City,7.4,2023-06-29,0,85,262.437,5
964132,Spy,6.0,2023-06-29,0,135,3.717,5
1122519,Tell Me a Creepy Story,5.7,2023-05-09,0,86,7.453,5
1084571,Felicità,7.7,2023-09-21,0,104,3.807,5
1119750,The Wedding Contract,5.6,2023-06-17,0,84,3.438,5
493514,Youth (Spring),5.2,2023-05-18,0,212,1.766,5
619329,Munthiri Kaadu,5.1,2023-04-07,0,178,12.521,5
1142906,Oppenheimer: The Real Story,7.6,2023-07-17,0,97,16.874,5
1120312,Doomsday Meteor,4.8,2023-04-28,0,86,13.923,5
1124334,Thomas A Peeper,3.6,2023-03-14,0,82,3.339,5
965979,Dada,7.4,2023-02-10,0,135,2.669,5
1084892,Every Breath She Takes,7.4,2023-03-25,0,90,3.013,5
1075523,La Querida,4.9,2023-02-10,0,93,9.04,5
1026904,The Cord of Life,5.8,2023-03-18,190000,96,1.4,5
1074896,Hoax: The Kidnapping of Sherri Papini,5.25,2023-01-28,0,88,3.712,5
1166585,"Love, Sex and 30 Candles",5.9,2023-08-18,0,146,3.153,5
938890,Hunt,4.3,2023-01-26,0,132,2.228,5
1099677,Kanjoos Makhichoos,5.8,2023-03-24,0,116,1.96,5
1102384,There's No Place Like Home,6.4,2023-03-30,0,107,1.4,5
753336,Origin,7.0,2023-09-06,0,135,5.582,5
648574,Amadeo,6.6,2023-01-26,0,98,0.952,5
995063,Woongnami,4.8,2023-03-22,0,98,4.234,5
998582,Yo Mama,6.8,2023-07-05,0,97,2.271,5
1077902,Game of Love,6.0,2023-03-11,0,84,3.087,5
1106720,The Jane Mysteries: Inheritance Lost,7.0,2023-05-12,0,84,3.832,5
1106732,SUGA: Road to D-DAY,9.2,2023-06-16,0,81,4.248,5
1098447,The Stratum,5.9,2023-03-07,0,98,10.68,5
1168521,Dark Asset,5.2,2023-09-22,0,90,38.853,5
1076443,j-hope IN THE BOX,9.5,2023-06-16,0,85,4.597,5
1075327,12 Desperate Hours,6.6,2023-02-25,0,88,2.611,5
1106373,Dream Moms,5.0,2023-05-13,0,84,3.361,5
644893,Countdown,6.2,2023-02-22,0,109,3.845,5
1103510,Rooming With Danger,5.75,2023-03-31,0,90,20.604,5
1107397,The River,5.8,2023-04-01,0,110,4.341,5
937702,Agilan,4.0,2023-03-10,0,136,1.434,5
996569,Brother,6.3,2023-03-17,0,119,8.985,5
610338,14+: Continued,6.6,2023-05-11,0,133,4.49,5
1074291,Bad Behind Bars: Jodi Arias,7.8,2023-01-21,0,88,5.943,5
947457,Our Dream,8.0,2023-09-21,0,117,5.175,5
1101213,AEW x NJPW Present Forbidden Door,7.7,2023-06-25,0,238,2.034,5
1101151,House of Deadly Lies,5.4,2023-03-19,0,90,2.149,5
1101158,"Home, Not Alone",6.4,2023-03-26,0,85,3.845,5
1096597,Summer in France,5.6,2023-04-27,0,84,31.64,5
1101224,The Unseen,6.7,2023-05-03,0,100,2.996,5
1074178,Extras For Chasing The Dragon,4.2,2023-01-14,0,95,43.557,5
761851,His Only Son,7.3,2023-03-30,11480048,106,31.135,5
1022725,The Enchanted,7.6,2023-06-02,0,108,18.64,5
1004678,Music for Black Pigeons,6.6,2023-01-26,0,92,1.12,5
1163895,Ruined,6.9,2023-08-17,0,92,7.717,5
1004685,Nuclear Now,6.8,2023-04-28,0,106,3.293,5
834660,Neelavelicham,4.75,2023-04-20,0,134,1.811,4
657731,Takkar,5.75,2023-06-09,0,138,2.489,4
844567,Rudhran,5.1,2023-04-14,0,150,2.128,4
659281,Profeti,5.2,2023-01-26,0,106,1.526,4
850167,Nas Ondas da Fé,5.75,2023-01-12,0,83,1.908,4
843846,Butcher's Crossing,5.1,2023-04-27,0,105,11.687,4
735887,Last Resort,6.0,2023-01-06,0,117,2.339,4
726149,The Good Driver,5.5,2023-02-17,0,97,1.667,4
748917,Pichaikkaran 2,5.0,2023-05-19,0,148,2.136,4
691363,The Thing Behind The Door,6.2,2023-01-16,0,81,1.538,4
680366,Who Are You People,5.2,2023-02-17,0,104,2.946,4
680314,Four Souls of Coyote,5.8,2023-03-16,0,103,0.89,4
813729,1618,4.25,2023-04-07,0,85,2.277,4
809347,The Haunting of Hell Hole Mine,4.25,2023-05-18,0,107,18.184,4
1052875,Aita,7.0,2023-03-30,0,86,4.437,4
1053104,Anwar: The Untold Story,5.5,2023-05-18,0,108,1.898,4
952476,Devils,4.8,2023-07-05,0,105,2.269,4
1055600,One Year Off,4.6,2023-02-07,0,100,2.69,4
958296,The Dam,6.5,2023-03-01,0,84,1.139,4
958182,Heroic,6.625,2023-09-21,0,88,170.27,4
1046778,A Snowy Day in Oakland,8.1,2023-03-17,0,92,5.011,4
1064390,How to Murder Your Husband: The Nancy Brophy Story,5.8,2023-01-14,0,85,3.077,4
895534,Clipmakers,5.0,2023-01-05,0,110,1.483,4
1063197,Invalid,7.25,2023-02-09,1704030,108,2.173,4
1058662,In My Mother's Skin,8.1,2023-01-20,0,98,2.902,4
893055,Enthada Saji,3.75,2023-04-08,0,123,1.049,4
1061597,Run Baby Run,5.6,2023-02-03,0,131,1.585,4
949701,Inhuman Kiss: The Last Breath,5.5,2023-03-30,0,123,2.249,4
949698,Flashover,6.8,2023-04-28,5220000,114,3.625,4
1061641,Sica,6.75,2023-05-19,0,91,16.826,4
1060060,Panibugho,6.5,2023-01-06,0,110,8.677,4
894730,Baby,6.5,2023-07-14,0,175,2.144,4
1030157,Kranti,5.5,2023-01-26,0,163,2.46,4
1029621,#Manhole,6.0,2023-06-29,0,99,3.448,4
1032293,Anni Manchi Sakunamule,5.2,2023-05-18,0,155,1.222,4
964913,Acidman,5.75,2023-03-31,0,87,5.732,4
1033258,Mixed Baggage,8.5,2023-02-19,0,90,3.221,4
1031218,Samajavaragamana,6.875,2023-06-28,0,129,2.489,4
1032134,The Warrant: Breaker's Law,4.25,2023-05-08,0,90,4.139,4
1024176,Rehragout-Rendezvous,6.8,2023-08-10,0,98,2.66,4
1027273,Egoist,8.0,2023-04-21,0,120,3.997,4
1027330,Fall Into Winter,5.8,2023-01-28,0,85,2.655,4
960769,Buya Hamka Vol. 1,6.4,2023-04-19,0,106,5.058,4
1040867,My Husband's Worst Mistake,7.2,2023-06-22,0,85,3.47,4
958988,Let's Get Lost,5.0,2023-03-29,0,103,1.677,4
958483,Anuragam,5.0,2023-05-05,0,141,1.265,4
960287,L'Homme debout,6.0,2023-05-17,0,86,4.945,4
1036347,Double Life,5.6,2023-05-05,0,89,4.445,4
1034155,Gandeevadhari Arjuna,7.125,2023-08-24,0,138,13.88,4
1034219,Everything Under Control,4.2,2023-01-20,0,109,1.658,4
1039107,Klem,7.2,2023-02-02,0,110,1.665,4
1037348,As Long As We Both Shall Live,5.5,2023-03-17,0,115,16.089,4
1037670,Le Secret de la grotte,7.0,2023-02-09,0,91,2.316,4
1103856,Sex Games,5.5,2023-04-28,0,97,18.926,4
1104263,Left Right,1.875,2023-01-11,269600,88,0.6,4
929837,Jackson Bazaar Youth,5.5,2023-05-19,0,111,0.922,4
1135723,Home Service,6.4,2023-07-14,0,112,3.985,4
